"country","year","sex","age","suicide_100_population","gdp","generation"
"Antigua and Barbuda",2000,"male","15-24 years",0,11021,"Generation X"
"Antigua and Barbuda",2000,"male","25-34 years",0,11021,"Generation X"
"Antigua and Barbuda",2000,"male","5-14 years",0,11021,"Millenials"
"Antigua and Barbuda",2000,"male","75+ years",0,11021,"G.I. Generation"
"Antigua and Barbuda",2001,"male","35-54 years",19.45,10468,"Boomers"
"Antigua and Barbuda",2001,"female","15-24 years",0,10468,"Millenials"
"Antigua and Barbuda",2001,"female","25-34 years",0,10468,"Generation X"
"Antigua and Barbuda",2001,"female","35-54 years",0,10468,"Boomers"
"Antigua and Barbuda",2001,"female","5-14 years",0,10468,"Millenials"
"Antigua and Barbuda",2001,"female","55-74 years",0,10468,"Silent"
"Antigua and Barbuda",2001,"female","75+ years",0,10468,"Silent"
"Antigua and Barbuda",2001,"male","15-24 years",0,10468,"Millenials"
"Antigua and Barbuda",2001,"male","25-34 years",0,10468,"Generation X"
"Antigua and Barbuda",2001,"male","5-14 years",0,10468,"Millenials"
"Antigua and Barbuda",2001,"male","55-74 years",0,10468,"Silent"
"Antigua and Barbuda",2001,"male","75+ years",0,10468,"Silent"
"Antigua and Barbuda",2002,"female","15-24 years",0,10499,"Millenials"
"Antigua and Barbuda",2002,"female","25-34 years",0,10499,"Generation X"
"Antigua and Barbuda",2002,"female","35-54 years",0,10499,"Boomers"
"Antigua and Barbuda",2002,"female","5-14 years",0,10499,"Millenials"
"Antigua and Barbuda",2002,"female","55-74 years",0,10499,"Silent"
"Antigua and Barbuda",2002,"female","75+ years",0,10499,"Silent"
"Antigua and Barbuda",2002,"male","15-24 years",0,10499,"Millenials"
"Antigua and Barbuda",2002,"male","25-34 years",0,10499,"Generation X"
"Antigua and Barbuda",2002,"male","35-54 years",0,10499,"Boomers"
"Antigua and Barbuda",2002,"male","5-14 years",0,10499,"Millenials"
"Antigua and Barbuda",2002,"male","55-74 years",0,10499,"Silent"
"Antigua and Barbuda",2002,"male","75+ years",0,10499,"Silent"
"Antigua and Barbuda",2003,"male","55-74 years",27.82,10878,"Silent"
"Antigua and Barbuda",2003,"female","15-24 years",0,10878,"Millenials"
"Antigua and Barbuda",2003,"female","25-34 years",0,10878,"Generation X"
"Antigua and Barbuda",2003,"female","35-54 years",0,10878,"Boomers"
"Antigua and Barbuda",2003,"female","5-14 years",0,10878,"Millenials"
"Antigua and Barbuda",2003,"female","55-74 years",0,10878,"Silent"
"Antigua and Barbuda",2003,"female","75+ years",0,10878,"Silent"
"Antigua and Barbuda",2003,"male","15-24 years",0,10878,"Millenials"
"Antigua and Barbuda",2003,"male","25-34 years",0,10878,"Generation X"
"Antigua and Barbuda",2003,"male","35-54 years",0,10878,"Boomers"
"Antigua and Barbuda",2003,"male","5-14 years",0,10878,"Millenials"
"Antigua and Barbuda",2003,"male","75+ years",0,10878,"Silent"
"Antigua and Barbuda",2004,"male","55-74 years",27.29,11535,"Silent"
"Antigua and Barbuda",2004,"male","35-54 years",8.77,11535,"Boomers"
"Antigua and Barbuda",2004,"female","15-24 years",0,11535,"Millenials"
"Antigua and Barbuda",2004,"female","25-34 years",0,11535,"Generation X"
"Antigua and Barbuda",2004,"female","35-54 years",0,11535,"Boomers"
"Antigua and Barbuda",2004,"female","5-14 years",0,11535,"Millenials"
"Antigua and Barbuda",2004,"female","55-74 years",0,11535,"Silent"
"Antigua and Barbuda",2004,"female","75+ years",0,11535,"Silent"
"Antigua and Barbuda",2004,"male","15-24 years",0,11535,"Millenials"
"Antigua and Barbuda",2004,"male","25-34 years",0,11535,"Generation X"
"Antigua and Barbuda",2004,"male","5-14 years",0,11535,"Millenials"
"Antigua and Barbuda",2004,"male","75+ years",0,11535,"Silent"
"Antigua and Barbuda",2005,"female","15-24 years",0,12649,"Millenials"
"Antigua and Barbuda",2005,"female","25-34 years",0,12649,"Generation X"
"Antigua and Barbuda",2005,"female","35-54 years",0,12649,"Boomers"
"Antigua and Barbuda",2005,"female","5-14 years",0,12649,"Millenials"
"Antigua and Barbuda",2005,"female","55-74 years",0,12649,"Silent"
"Antigua and Barbuda",2005,"female","75+ years",0,12649,"Silent"
"Antigua and Barbuda",2005,"male","15-24 years",0,12649,"Millenials"
"Antigua and Barbuda",2005,"male","25-34 years",0,12649,"Generation X"
"Antigua and Barbuda",2005,"male","35-54 years",0,12649,"Boomers"
"Antigua and Barbuda",2005,"male","5-14 years",0,12649,"Millenials"
"Antigua and Barbuda",2005,"male","55-74 years",0,12649,"Silent"
"Antigua and Barbuda",2005,"male","75+ years",0,12649,"Silent"
"Antigua and Barbuda",2006,"female","15-24 years",0,14114,"Millenials"
"Antigua and Barbuda",2006,"female","25-34 years",0,14114,"Generation X"
"Antigua and Barbuda",2006,"female","35-54 years",0,14114,"Boomers"
"Antigua and Barbuda",2006,"female","5-14 years",0,14114,"Millenials"
"Antigua and Barbuda",2006,"female","55-74 years",0,14114,"Silent"
"Antigua and Barbuda",2006,"female","75+ years",0,14114,"Silent"
"Antigua and Barbuda",2006,"male","15-24 years",0,14114,"Millenials"
"Antigua and Barbuda",2006,"male","25-34 years",0,14114,"Generation X"
"Antigua and Barbuda",2006,"male","35-54 years",0,14114,"Boomers"
"Antigua and Barbuda",2006,"male","5-14 years",0,14114,"Millenials"
"Antigua and Barbuda",2006,"male","55-74 years",0,14114,"Silent"
"Antigua and Barbuda",2006,"male","75+ years",0,14114,"Silent"
"Antigua and Barbuda",2007,"male","35-54 years",7.98,15775,"Boomers"
"Antigua and Barbuda",2007,"female","15-24 years",0,15775,"Millenials"
"Antigua and Barbuda",2007,"female","25-34 years",0,15775,"Generation X"
"Antigua and Barbuda",2007,"female","35-54 years",0,15775,"Boomers"
"Antigua and Barbuda",2007,"female","5-14 years",0,15775,"Generation Z"
"Antigua and Barbuda",2007,"female","55-74 years",0,15775,"Silent"
"Antigua and Barbuda",2007,"female","75+ years",0,15775,"Silent"
"Antigua and Barbuda",2007,"male","15-24 years",0,15775,"Millenials"
"Antigua and Barbuda",2007,"male","25-34 years",0,15775,"Generation X"
"Antigua and Barbuda",2007,"male","5-14 years",0,15775,"Generation Z"
"Antigua and Barbuda",2007,"male","55-74 years",0,15775,"Silent"
"Antigua and Barbuda",2007,"male","75+ years",0,15775,"Silent"
"Antigua and Barbuda",2008,"female","15-24 years",0,16238,"Millenials"
"Antigua and Barbuda",2008,"female","25-34 years",0,16238,"Generation X"
"Antigua and Barbuda",2008,"female","35-54 years",0,16238,"Boomers"
"Antigua and Barbuda",2008,"female","5-14 years",0,16238,"Generation Z"
"Antigua and Barbuda",2008,"female","55-74 years",0,16238,"Silent"
"Antigua and Barbuda",2008,"female","75+ years",0,16238,"Silent"
"Antigua and Barbuda",2008,"male","15-24 years",0,16238,"Millenials"
"Antigua and Barbuda",2008,"male","25-34 years",0,16238,"Generation X"
"Antigua and Barbuda",2008,"male","35-54 years",0,16238,"Boomers"
"Antigua and Barbuda",2008,"male","5-14 years",0,16238,"Generation Z"
"Antigua and Barbuda",2008,"male","55-74 years",0,16238,"Silent"
"Antigua and Barbuda",2008,"male","75+ years",0,16238,"Silent"
"Antigua and Barbuda",2009,"female","15-24 years",0,14335,"Millenials"
"Antigua and Barbuda",2009,"female","25-34 years",0,14335,"Generation X"
"Antigua and Barbuda",2009,"female","35-54 years",0,14335,"Boomers"
"Antigua and Barbuda",2009,"female","5-14 years",0,14335,"Generation Z"
"Antigua and Barbuda",2009,"female","55-74 years",0,14335,"Silent"
"Antigua and Barbuda",2009,"female","75+ years",0,14335,"Silent"
"Antigua and Barbuda",2009,"male","15-24 years",0,14335,"Millenials"
"Antigua and Barbuda",2009,"male","25-34 years",0,14335,"Generation X"
"Antigua and Barbuda",2009,"male","35-54 years",0,14335,"Boomers"
"Antigua and Barbuda",2009,"male","5-14 years",0,14335,"Generation Z"
"Antigua and Barbuda",2009,"male","55-74 years",0,14335,"Silent"
"Antigua and Barbuda",2009,"male","75+ years",0,14335,"Silent"
"Antigua and Barbuda",2012,"female","15-24 years",0,13657,"Millenials"
"Antigua and Barbuda",2012,"female","25-34 years",0,13657,"Millenials"
"Antigua and Barbuda",2012,"female","35-54 years",0,13657,"Generation X"
"Antigua and Barbuda",2012,"female","5-14 years",0,13657,"Generation Z"
"Antigua and Barbuda",2012,"female","55-74 years",0,13657,"Boomers"
"Antigua and Barbuda",2012,"female","75+ years",0,13657,"Silent"
"Antigua and Barbuda",2012,"male","15-24 years",0,13657,"Millenials"
"Antigua and Barbuda",2012,"male","25-34 years",0,13657,"Millenials"
"Antigua and Barbuda",2012,"male","35-54 years",0,13657,"Generation X"
"Antigua and Barbuda",2012,"male","5-14 years",0,13657,"Generation Z"
"Antigua and Barbuda",2012,"male","55-74 years",0,13657,"Boomers"
"Antigua and Barbuda",2012,"male","75+ years",0,13657,"Silent"
"Antigua and Barbuda",2013,"female","15-24 years",0,13287,"Millenials"
"Antigua and Barbuda",2013,"female","25-34 years",0,13287,"Millenials"
"Antigua and Barbuda",2013,"female","35-54 years",0,13287,"Generation X"
"Antigua and Barbuda",2013,"female","5-14 years",0,13287,"Generation Z"
"Antigua and Barbuda",2013,"female","55-74 years",0,13287,"Boomers"
"Antigua and Barbuda",2013,"female","75+ years",0,13287,"Silent"
"Antigua and Barbuda",2013,"male","15-24 years",0,13287,"Millenials"
"Antigua and Barbuda",2013,"male","25-34 years",0,13287,"Millenials"
"Antigua and Barbuda",2013,"male","35-54 years",0,13287,"Generation X"
"Antigua and Barbuda",2013,"male","5-14 years",0,13287,"Generation Z"
"Antigua and Barbuda",2013,"male","55-74 years",0,13287,"Boomers"
"Antigua and Barbuda",2013,"male","75+ years",0,13287,"Silent"
"Antigua and Barbuda",2014,"female","15-24 years",0,14093,"Millenials"
"Antigua and Barbuda",2014,"female","25-34 years",0,14093,"Millenials"
"Antigua and Barbuda",2014,"female","35-54 years",0,14093,"Generation X"
"Antigua and Barbuda",2014,"female","5-14 years",0,14093,"Generation Z"
"Antigua and Barbuda",2014,"female","55-74 years",0,14093,"Boomers"
"Antigua and Barbuda",2014,"female","75+ years",0,14093,"Silent"
"Antigua and Barbuda",2014,"male","15-24 years",0,14093,"Millenials"
"Antigua and Barbuda",2014,"male","25-34 years",0,14093,"Millenials"
"Antigua and Barbuda",2014,"male","35-54 years",0,14093,"Generation X"
"Antigua and Barbuda",2014,"male","5-14 years",0,14093,"Generation Z"
"Antigua and Barbuda",2014,"male","55-74 years",0,14093,"Boomers"
"Antigua and Barbuda",2014,"male","75+ years",0,14093,"Silent"
"Antigua and Barbuda",2015,"female","55-74 years",15.62,14853,"Boomers"
"Antigua and Barbuda",2015,"female","15-24 years",0,14853,"Millenials"
"Antigua and Barbuda",2015,"female","25-34 years",0,14853,"Millenials"
"Antigua and Barbuda",2015,"female","35-54 years",0,14853,"Generation X"
"Antigua and Barbuda",2015,"female","5-14 years",0,14853,"Generation Z"
"Antigua and Barbuda",2015,"female","75+ years",0,14853,"Silent"
"Antigua and Barbuda",2015,"male","15-24 years",0,14853,"Millenials"
"Antigua and Barbuda",2015,"male","25-34 years",0,14853,"Millenials"
"Antigua and Barbuda",2015,"male","35-54 years",0,14853,"Generation X"
"Antigua and Barbuda",2015,"male","5-14 years",0,14853,"Generation Z"
"Antigua and Barbuda",2015,"male","55-74 years",0,14853,"Boomers"
"Antigua and Barbuda",2015,"male","75+ years",0,14853,"Silent"
"Argentina",1985,"male","75+ years",55.65,3264,"G.I. Generation"
"Argentina",1985,"male","55-74 years",24.29,3264,"G.I. Generation"
"Argentina",1985,"male","35-54 years",12.37,3264,"Silent"
"Argentina",1985,"female","55-74 years",9.11,3264,"G.I. Generation"
"Argentina",1985,"male","25-34 years",7.92,3264,"Boomers"
"Argentina",1985,"female","75+ years",7.64,3264,"G.I. Generation"
"Argentina",1985,"male","15-24 years",6.46,3264,"Generation X"
"Argentina",1985,"female","35-54 years",4.23,3264,"Silent"
"Argentina",1985,"female","25-34 years",2.97,3264,"Boomers"
"Argentina",1985,"female","15-24 years",2.93,3264,"Generation X"
"Argentina",1985,"male","5-14 years",0.53,3264,"Generation X"
"Argentina",1985,"female","5-14 years",0.37,3264,"Generation X"
"Argentina",1986,"male","75+ years",63.01,4072,"G.I. Generation"
"Argentina",1986,"male","55-74 years",26.39,4072,"G.I. Generation"
"Argentina",1986,"male","35-54 years",14.2,4072,"Silent"
"Argentina",1986,"male","25-34 years",9.3,4072,"Boomers"
"Argentina",1986,"female","75+ years",8.89,4072,"G.I. Generation"
"Argentina",1986,"female","55-74 years",8.67,4072,"G.I. Generation"
"Argentina",1986,"male","15-24 years",7.66,4072,"Generation X"
"Argentina",1986,"female","35-54 years",5.57,4072,"Silent"
"Argentina",1986,"female","25-34 years",4.37,4072,"Boomers"
"Argentina",1986,"female","15-24 years",4.27,4072,"Generation X"
"Argentina",1986,"male","5-14 years",0.33,4072,"Generation X"
"Argentina",1986,"female","5-14 years",0.24,4072,"Generation X"
"Argentina",1987,"male","75+ years",54.08,4026,"G.I. Generation"
"Argentina",1987,"male","55-74 years",26.15,4026,"G.I. Generation"
"Argentina",1987,"male","35-54 years",14.14,4026,"Silent"
"Argentina",1987,"female","75+ years",10.42,4026,"G.I. Generation"
"Argentina",1987,"female","55-74 years",9.54,4026,"G.I. Generation"
"Argentina",1987,"male","25-34 years",8.44,4026,"Boomers"
"Argentina",1987,"male","15-24 years",7.27,4026,"Generation X"
"Argentina",1987,"female","35-54 years",6.11,4026,"Silent"
"Argentina",1987,"female","25-34 years",4,4026,"Boomers"
"Argentina",1987,"female","15-24 years",3.88,4026,"Generation X"
"Argentina",1987,"male","5-14 years",0.48,4026,"Generation X"
"Argentina",1987,"female","5-14 years",0.47,4026,"Generation X"
"Argentina",1988,"male","75+ years",55.1,4458,"G.I. Generation"
"Argentina",1988,"male","55-74 years",26.46,4458,"G.I. Generation"
"Argentina",1988,"male","35-54 years",13.62,4458,"Silent"
"Argentina",1988,"female","75+ years",10.13,4458,"G.I. Generation"
"Argentina",1988,"female","55-74 years",9.66,4458,"G.I. Generation"
"Argentina",1988,"male","25-34 years",9.45,4458,"Boomers"
"Argentina",1988,"male","15-24 years",8.36,4458,"Generation X"
"Argentina",1988,"female","35-54 years",5.64,4458,"Silent"
"Argentina",1988,"female","15-24 years",4.11,4458,"Generation X"
"Argentina",1988,"female","25-34 years",2.74,4458,"Boomers"
"Argentina",1988,"male","5-14 years",0.62,4458,"Generation X"
"Argentina",1988,"female","5-14 years",0.35,4458,"Generation X"
"Argentina",1989,"male","75+ years",52,2670,"G.I. Generation"
"Argentina",1989,"male","55-74 years",26.03,2670,"G.I. Generation"
"Argentina",1989,"male","35-54 years",12.97,2670,"Silent"
"Argentina",1989,"female","75+ years",10.45,2670,"G.I. Generation"
"Argentina",1989,"male","25-34 years",9.58,2670,"Boomers"
"Argentina",1989,"female","55-74 years",8.22,2670,"G.I. Generation"
"Argentina",1989,"male","15-24 years",7.22,2670,"Generation X"
"Argentina",1989,"female","35-54 years",4.66,2670,"Silent"
"Argentina",1989,"female","25-34 years",3.71,2670,"Boomers"
"Argentina",1989,"female","15-24 years",3.19,2670,"Generation X"
"Argentina",1989,"male","5-14 years",0.55,2670,"Generation X"
"Argentina",1989,"female","5-14 years",0.35,2670,"Generation X"
"Argentina",1990,"male","75+ years",54.97,4859,"G.I. Generation"
"Argentina",1990,"male","55-74 years",23.59,4859,"G.I. Generation"
"Argentina",1990,"male","35-54 years",12.13,4859,"Silent"
"Argentina",1990,"female","75+ years",9.49,4859,"G.I. Generation"
"Argentina",1990,"male","25-34 years",7.92,4859,"Boomers"
"Argentina",1990,"female","55-74 years",7.67,4859,"G.I. Generation"
"Argentina",1990,"male","15-24 years",6.6,4859,"Generation X"
"Argentina",1990,"female","35-54 years",4.5,4859,"Silent"
"Argentina",1990,"female","15-24 years",3.54,4859,"Generation X"
"Argentina",1990,"female","25-34 years",3.38,4859,"Boomers"
"Argentina",1990,"male","5-14 years",0.67,4859,"Generation X"
"Argentina",1990,"female","5-14 years",0.44,4859,"Generation X"
"Argentina",1991,"male","75+ years",46.46,6404,"G.I. Generation"
"Argentina",1991,"male","55-74 years",21.08,6404,"Silent"
"Argentina",1991,"male","35-54 years",11.12,6404,"Boomers"
"Argentina",1991,"male","25-34 years",9.4,6404,"Boomers"
"Argentina",1991,"female","75+ years",7.6,6404,"G.I. Generation"
"Argentina",1991,"female","55-74 years",6.74,6404,"Silent"
"Argentina",1991,"male","15-24 years",6.54,6404,"Generation X"
"Argentina",1991,"female","35-54 years",3.6,6404,"Boomers"
"Argentina",1991,"female","25-34 years",3.33,6404,"Boomers"
"Argentina",1991,"female","15-24 years",2.27,6404,"Generation X"
"Argentina",1991,"male","5-14 years",0.83,6404,"Millenials"
"Argentina",1991,"female","5-14 years",0.27,6404,"Millenials"
"Argentina",1992,"male","75+ years",47.91,7615,"G.I. Generation"
"Argentina",1992,"male","55-74 years",23.25,7615,"Silent"
"Argentina",1992,"male","35-54 years",13.49,7615,"Boomers"
"Argentina",1992,"male","25-34 years",9.84,7615,"Boomers"
"Argentina",1992,"male","15-24 years",8.79,7615,"Generation X"
"Argentina",1992,"female","75+ years",6.78,7615,"G.I. Generation"
"Argentina",1992,"female","55-74 years",5.79,7615,"Silent"
"Argentina",1992,"female","35-54 years",3.73,7615,"Boomers"
"Argentina",1992,"female","25-34 years",3.39,7615,"Boomers"
"Argentina",1992,"female","15-24 years",2.84,7615,"Generation X"
"Argentina",1992,"male","5-14 years",0.65,7615,"Millenials"
"Argentina",1992,"female","5-14 years",0.4,7615,"Millenials"
"Argentina",1993,"male","75+ years",55.37,7768,"G.I. Generation"
"Argentina",1993,"male","55-74 years",23.95,7768,"Silent"
"Argentina",1993,"male","35-54 years",13.48,7768,"Boomers"
"Argentina",1993,"male","25-34 years",9.97,7768,"Boomers"
"Argentina",1993,"female","75+ years",8.3,7768,"G.I. Generation"
"Argentina",1993,"male","15-24 years",8.01,7768,"Generation X"
"Argentina",1993,"female","55-74 years",4.91,7768,"Silent"
"Argentina",1993,"female","35-54 years",3.77,7768,"Boomers"
"Argentina",1993,"female","25-34 years",3.24,7768,"Boomers"
"Argentina",1993,"female","15-24 years",2.54,7768,"Generation X"
"Argentina",1993,"male","5-14 years",0.74,7768,"Millenials"
"Argentina",1993,"female","5-14 years",0.49,7768,"Millenials"
"Argentina",1994,"male","75+ years",45.38,8328,"G.I. Generation"
"Argentina",1994,"male","55-74 years",23.22,8328,"Silent"
"Argentina",1994,"male","35-54 years",14.13,8328,"Boomers"
"Argentina",1994,"male","25-34 years",9.54,8328,"Boomers"
"Argentina",1994,"male","15-24 years",8.26,8328,"Generation X"
"Argentina",1994,"female","55-74 years",5.2,8328,"Silent"
"Argentina",1994,"female","75+ years",4.72,8328,"G.I. Generation"
"Argentina",1994,"female","35-54 years",4.12,8328,"Boomers"
"Argentina",1994,"female","15-24 years",3.3,8328,"Generation X"
"Argentina",1994,"female","25-34 years",3.04,8328,"Boomers"
